,Dealer_Code,Dealer_Name,dealer_district,dealer_type,dealer_taluka,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Sales_Pattern_Overall,Target_Pattern_Overall,Achieved_Type,Predicted_Target_R,Percentage_PT_Dist,Category_Overall,new_market_potential,AP_12,NORM_counter_market_ratio,NORM_sales_by_counter_3M,AVG_SALES-N,MarketSizePer1000_N,Code,Dealer Name,CS,AP,MP,Status,Predicted_Target,MPA,SOB,AP_normalized,Score,Tier,Incentive_per_Ton_linear,Incentive_per_Ton_exponential,Final_Incentive,Perfomance_Bonus,Predicted_Incentive
0,SIPA006,Sri Vigneswara Traders,Anantapur,Non-Exclusive,Hindupur,0,0,31,0,0,30,0,0,50,55,52,53,100,0,0,90,90,90,65,65,50,50,50,50,LLHHHH,NNNAAA,Moderate Achievement,60,0.004971002485501243,Emerging Performer,682.5,0.0,1.0,4.988610840222903e-06,0.0,,SIPA006,Sri Vigneswara Traders,120.6,10.0,300.0,Non-Exclusive,60.0,17.67032967032967,18.65533443891653,10.887640342878976,13.797717027576626,Tier 4,1500.0,1110.0,1110.0,0.0,66600.0
1,SIPA008,K.K.Traders,Anantapur,Non-Exclusive,Kadiri,46,24,25,25,25,26,46,40,26,41,33,45,40,25,30,30,30,30,40,40,50,50,50,30,HHLHLH,AANNNA,Moderate Achievement,45,0.003728251864125932,Emerging Performer,231.0,22.498333333333335,0.0002194099306727867,0.0032857142955479792,0.17355893890033908,0.033277335800064964,SIPA008,K.K.Traders,62.9,31.0,180.0,Non-Exclusive,45.0,27.22943722943723,53.16110227874934,16.22348100468363,25.812196504447495,Tier 2,1833.0,1611.0,1611.0,0.0,72500.0
2,SIPA010,Sri Jayanthi Iron Mart,Anantapur,Non-Exclusive,Rayadurg,15,0,30,0,19,10,0,27,16,9,20,0,30,25,25,25,30,30,25,25,20,20,24,15,LHHLHL,NANNNN,Low Achievement,25,0.002071251035625518,Fluctuating Performer,189.0,33.43833333333333,0.00020645991292647087,0.005884848823476615,0.19132703942557008,0.010564233587322207,SIPA010,Sri Jayanthi Iron Mart,53.4,14.0,180.0,Non-Exclusive,25.0,28.253968253968253,22.83395755305868,5.861512553126055,13.734492693281021,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
3,SIPA013,Srinivasa Iron Company,Anantapur,Non-Exclusive,Tadipatri,31,30,53,22,25,20,44,56,0,31,19,20,60,45,50,50,50,50,50,50,50,50,50,30,HHLHLL,NANNNN,Low Achievement,30,0.0024855012427506215,Fluctuating Performer,315.0,12.193333333333335,0.0003112111675855588,0.00013234727920093342,0.0599195532211954,0.008451386869857767,SIPA013,Srinivasa Iron Company,189.0,37.0,250.0,Non-Exclusive,30.0,60.0,15.488095238095237,14.19165075876944,23.612609502880712,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
4,SIPA015,Venkateshwara Hardware,Chittoor,Exclusive,Chittoor,0,0,0,0,25,19,39,65,50,52,52,10,40,0,0,0,15,25,40,40,50,50,50,35,HHHHHL,NANAAN,Moderate Achievement,45,0.003728251864125932,Emerging Performer,735.0,29.272499999999997,0.0005992771178980506,0.0006984420545490976,0.14156306096669105,0.014789927022251095,SIPA015,Venkateshwara Hardware,204.7,25.0,650.0,Exclusive,45.0,27.85034013605442,12.728790099332357,12.622764031578251,15.689484466024306,Tier 4,1500.0,1110.0,1110.0,0.0,49950.0
5,SIPA017,Hari Hara Steels & Cements,Chittoor,Non-Exclusive,Madanapally,30,34,25,29,15,12,30,30,0,20,20,18,30,25,30,30,30,30,30,30,35,35,30,30,HHLHHL,NANNNN,Low Achievement,25,0.002071251035625518,Emerging Performer,682.5,26.055833333333336,1.1413458497803977e-06,0.0046883076171844,0.22283259091815705,0.03442409210438423,SIPA017,Hari Hara Steels & Cements,59.4,24.0,650.0,Non-Exclusive,25.0,8.703296703296704,37.01178451178452,10.637268782270228,15.52537751237838,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
6,SIPA018,Hari Hara Enterprises,Chittoor,Exclusive,Madanapally,15,33,36,15,33,30,15,32,30,0,14,30,40,25,30,35,30,30,30,30,35,35,30,30,LHHLLH,NANNNN,Low Achievement,30,0.0024855012427506215,Fluctuating Performer,682.5,21.985000000000003,0.00011033378119810374,0.001975892287464703,0.09836447044744367,0.03188976957130448,SIPA018,Hari Hara Enterprises,30.8,27.0,650.0,Exclusive,30.0,4.512820512820513,76.49621212121212,11.40586069965845,23.045322946601598,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
7,SIPA019,IKS Agencies,Chittoor,Exclusive,Nagari,20,31,61,20,21,46,41,25,91,18,20,32,40,25,30,40,45,50,50,50,50,50,50,40,HLHLLH,NNNNNN,No Achievement,25,0.002071251035625518,Fluctuating Performer,210.0,23.560833333333335,5.986571203817581e-05,0.006553824134267262,0.10029253374110764,0.03188976957130448,SIPA019,Iks Agencies,24.4,36.0,200.0,Exclusive,25.0,11.619047619047617,100.0,15.166785665415262,31.42388092305868,Tier 1,2000.0,2000.0,2000.0,0.0,50000.0
8,SIPA020,Bismilla Traders,Chittoor,Exclusive,Palamner,20,40,40,40,15,20,31,30,40,31,30,30,30,30,30,30,30,30,30,30,35,20,30,30,HLHHHL,AAAAAA,High Achievement,40,0.0033140016570008283,Consistently Strong Performer,210.0,31.271805555555556,6.312171650010664e-05,0.013375821057234382,0.14689155198014314,0.009080866773586764,SIPA020,Bismilla Traders,17.6,29.0,200.0,Exclusive,40.0,8.380952380952381,100.0,14.847656763351457,30.58478453420135,Tier 1,2000.0,2000.0,2040.0,40.0,81600.0
9,SIPA021,Sri Vasavi Hardware,Chittoor,Non-Exclusive,Piler,30,21,0,0,0,0,29,20,27,0,25,0,30,15,20,20,25,25,18,18,20,20,24,12,HHHLHL,AAANAN,Moderate Achievement,30,0.0024855012427506215,Consistently Strong Performer,157.5,30.617500000000003,8.428574550265707e-05,0.009613271222283157,0.15982148793298315,0.009080866773586764,SIPA021,Sri Vasavi Hardware,45.5,8.0,150.0,Non-Exclusive,30.0,28.888888888888886,27.87362637362637,6.100097140913937,15.012561337051416,Tier 4,1500.0,1110.0,1132.0,22.0,33960.0
10,SIPA023,Sri S.R.Agencies,Chittoor,Non-Exclusive,Punganur,32,34,20,25,24,32,20,42,36,25,20,10,40,25,30,30,30,30,30,30,35,35,30,30,LHHLLL,NAANNN,Low Achievement,30,0.0024855012427506215,Consistently Weak Performer,262.5,12.6825,0.00035941812253581257,0.00013721978610970216,0.08409513995080113,0.006546544240507018,SIPA023,Sri S.R.Agencies,61.7,27.0,220.0,Non-Exclusive,30.0,23.504761904761907,43.22798487304159,12.923128614841017,21.100426524465313,Tier 3,1667.0,1323.0,1323.0,0.0,39690.0
11,SIPA024,Hari Priya Traders,Chittoor,Exclusive,Puttur,15,0,38,0,10,0,25,25,0,21,12,14,30,25,25,25,30,30,25,25,20,20,25,15,HHLHLH,AANANN,Moderate Achievement,20,0.0016570008285004142,Emerging Performer,157.5,26.671666666666663,0.0002112699195179596,0.0011633697410964,0.12658732797021477,0.011615189306666513,SIPA024,Hari Priya Traders,10.6,16.0,150.0,Exclusive,20.0,6.730158730158729,100.0,6.441106458041765,25.210695620856804,Tier 2,1833.0,1611.0,1611.0,0.0,32220.0
12,SIPA025,Mahesh Traders,Chittoor,Exclusive,Srikalahasti,49,55,75,25,25,41,63,60,45,36,12,30,50,45,50,50,60,60,60,60,50,35,50,40,HHLLLL,ANNANN,Low Achievement,30,0.0024855012427506215,Consistently Weak Performer,315.0,13.38166666666667,4.195768749755622e-05,0.011215838744577197,0.0810202114221129,0.006546544240507018,SIPA025,Mahesh Traders,42.6,48.0,270.0,Exclusive,30.0,13.523809523809524,100.0,20.859012901993356,35.22016964595792,Tier 1,2000.0,2000.0,2000.0,0.0,60000.0
13,SIPA026,Shree Lakshmi Venkateswara Steels,Chittoor,Non-Exclusive,Tirupathi,121,229,173,52,137,107,132,192,221,158,0,55,150,150,170,200,150,130,210,210,200,110,150,30,LHHHLL,NNAANA,Moderate Achievement,155,0.01284175642087821,Fluctuating Performer,2310.0,42.9425,0.00015835984701158354,0.005545215204152132,0.20399242071670767,0.014149511839746255,SIPA026,Shree Lakshmi Venkateswara Steels,358.9,132.0,2500.0,Non-Exclusive,155.0,15.536796536796535,36.61303055632953,64.00502368910573,48.83297963208865,Tier 1,2000.0,2000.0,2000.0,0.0,310000.0
14,SIPA028,Shree Venkateswara Steels,Chittoor,Non-Exclusive,Tirupathi,0,0,32,0,0,0,15,0,23,0,17,24,30,30,30,30,20,20,25,25,20,20,25,12,HLHLHH,NNANNA,Low Achievement,25,0.002071251035625518,Emerging Performer,2310.0,131.40416666666667,0.00013382881339499102,0.0009808536021936993,0.6297619839106442,0.11045376809677661,SIPA028,Shree Venkateswara Steels,49.1,8.0,2500.0,Non-Exclusive,25.0,2.1255411255411256,18.876442634080103,4.43488239446256,6.861326188601782,Tier 6,,,,,
15,SIPA030,Sri Satyanaryana Iron & Hardware Mart,Cuddapah,Exclusive,Badvel,77,101,86,25,29,48,81,79,60,53,63,60,75,75,75,75,80,80,80,80,50,50,75,60,HHHLHL,ANAANA,Moderate Achievement,65,0.005385252692626346,Consistently Strong Performer,472.5,9.26833333333333,1.8388655199261424e-05,0.00336676715728303,0.0655458413669304,0.11045376809677661,SIPA030,Sri Satyanaryana Iron & Hardware Mart,48.3,58.0,450.0,Exclusive,65.0,10.222222222222221,100.0,30.835262829171544,40.54560214194737,Tier 1,2000.0,2000.0,2040.0,40.0,132600.0
16,SIPA031,Vadlaputi Iron & Steel Traders,Cuddapah,Non-Exclusive,Cuddapah,146,149,175,100,145,86,137,136,108,112,51,79,180,130,170,170,190,175,200,200,200,110,150,130,HHLLLL,NNNANN,Low Achievement,85,0.007042253521126761,Consistently Weak Performer,1575.0,63.396666666666675,0.0003570665637577514,0.005466342941844551,0.32810318462868165,0.035490556310322045,SIPA031,Vadlaputi Iron & Steel Traders,60.0,130.0,2100.0,Non-Exclusive,85.0,3.8095238095238098,100.0,57.799792169927514,55.44178006386127,Tier 1,2000.0,2000.0,2000.0,0.0,170000.0
17,SIPA032,Bharathi Steels Cement & Paints,Cuddapah,Exclusive,Cuddapah,100,104,118,90,31,27,96,121,115,119,91,110,150,130,130,130,150,150,130,130,110,110,120,120,HHHHHH,NNAANN,Low Achievement,110,0.009113504556752278,Emerging Performer,1575.0,118.68166666666669,0.00018940042288199084,0.0018438369404444937,0.5178428960840369,0.12076684220478198,SIPA032,Bharathi Steels Cement & Paints,86.9,80.0,2100.0,Exclusive,110.0,5.517460317460317,100.0,45.51288912252084,48.41122553700457,Tier 1,2000.0,2000.0,2000.0,0.0,220000.0
18,SIPA035,Pattupogula Steels,Cuddapah,Exclusive,Mydukur,25,31,39,11,25,13,25,11,24,37,26,16,30,30,30,35,35,35,30,30,35,35,30,20,HLHHHL,NNNANN,Low Achievement,30,0.0024855012427506215,Emerging Performer,168.0,93.49,0.00012731927114117628,0.00697934836385929,0.5423342862841566,0.12076684220478198,SIPA035,Pattupogula Steels,20.8,21.0,120.0,Exclusive,30.0,12.380952380952381,100.0,11.390009253451078,29.31019602826112,Tier 1,2000.0,2000.0,2000.0,0.0,60000.0
19,SIPA036,S.R.Steels & Paints,Cuddapah,Exclusive,Porumamila,21,0,29,22,20,0,0,0,0,12,12,12,30,15,25,20,20,20,20,20,20,20,24,12,LLLHHH,NNNNNN,No Achievement,15,0.0012427506213753107,Declining Performer,150.0,23.528333333333332,0.00018481488326477157,0.004393479863953998,0.11514360747290737,0.01193805830137596,SIPA036,S.R.Steels & Paints,4.6,12.0,150.0,Exclusive,15.0,3.0666666666666664,100.0,5.079507873562362,23.66103805747075,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
20,SIPA037,Sri Kanaka Durga Steels,Cuddapah,Non-Exclusive,Proddatur,107,110,115,92,89,71,101,31,117,95,71,50,130,95,120,120,150,150,150,150,110,110,125,100,HLHHLL,NNANNN,Low Achievement,75,0.006213753106876553,Fluctuating Performer,735.0,10.590000000000002,7.037039643348016e-06,0.016481417746400474,0.029660594375373977,0.010545792409221513,SIPA037,Sri Kanaka Durga Steels,186.9,83.0,750.0,Non-Exclusive,75.0,25.428571428571427,46.789459604066344,42.56671494357833,39.98363517267455,Tier 1,2000.0,2000.0,2000.0,0.0,150000.0
21,SIPA039,Sri Ganesh Iron & Hardware Marchant,Cuddapah,Non-Exclusive,Pulivendula,52,45,48,39,41,31,58,61,46,25,65,25,50,50,50,50,55,55,60,60,50,50,75,50,HHLLHL,NANNNN,Low Achievement,45,0.003728251864125932,Fluctuating Performer,630.0,87.4495,0.00044860938761798934,0.0014932634654651435,0.38716175786184426,0.055794433904241075,SIPA039,Sri Ganesh Iron & Hardware Marchant,119.4,46.0,600.0,Non-Exclusive,45.0,18.952380952380953,37.40298715801228,21.696294419613523,24.288850273846762,Tier 2,1833.0,1611.0,1611.0,0.0,72500.0
22,SIPA040,Sri Balaji Traders,Cuddapah,Exclusive,Rajampet,25,77,51,24,50,9,72,75,51,29,50,12,65,60,60,75,70,60,70,70,50,50,60,50,HHHLHL,AAANNN,Moderate Achievement,35,0.002899751449875725,Emerging Performer,420.0,44.659166666666664,0.00018128754509767986,0.0013259607202543086,0.23257263479821824,0.04767288286667346,SIPA040,Sri Balaji Traders,59.2,47.0,400.0,Exclusive,35.0,14.095238095238097,73.6866554054054,21.190673930332217,30.27078305832803,Tier 1,2000.0,2000.0,2000.0,0.0,70000.0
23,SIPA043,Ashoka Hardwares,Cuddapah,Non-Exclusive,Vempally,33,35,20,36,10,20,31,31,4,30,12,8,40,35,35,35,35,30,35,35,35,35,30,20,HHLHLL,NNNNNN,No Achievement,25,0.002071251035625518,Fluctuating Performer,136.5,43.6225,0.0001953968977660468,0.001646221254307072,0.23964497041420116,0.03142978079153824,SIPA043,Ashoka Hardwares,27.4,25.0,130.0,Non-Exclusive,25.0,20.073260073260073,82.13807785888078,10.89129836892683,26.977046607784267,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
24,SIPA044,Jai Vasavi Steel Syndicate,East Godavari,Exclusive,Amalapuram,0,0,53,81,0,0,73,92,0,63,31,67,70,70,70,60,90,60,60,60,60,60,60,45,HHLHLH,AANANA,Moderate Achievement,60,0.004971002485501243,Consistently Strong Performer,735.0,0.0,1.2576317234207848e-06,0.0192286763560474,0.0,0.05173365838545728,SIPA044,Jai Vasavi Steel Syndicate,318.9,50.0,1000.0,Exclusive,60.0,43.38775510204081,12.007682659140796,18.591036752323184,22.23370960363023,Tier 2,1833.0,1611.0,1643.0,32.0,98580.0
25,SIPA054,Sri R K Steels And Cements,East Godavari,Non-Exclusive,Tatipaka,0,0,0,0,0,0,0,0,20,0,12,15,20,10,10,10,10,5,10,10,10,10,12,12,HHHLHH,NNNNNN,No Achievement,0,0.0,Emerging Performer,577.5,0.0,0.00010544977450520747,0.0003183795929777241,0.0,0.015186678716403008,,,,,,,,,,,,,,,,,
26,SIPA057,Sai Renuka Iron Traders,Guntur,Exclusive,Chilakaluripeta,0,14,14,0,11,21,24,20,0,20,0,0,20,12,12,15,20,24,20,20,20,20,24,12,HHLHLL,AANANN,Moderate Achievement,25,0.002071251035625518,Fluctuating Performer,262.5,22.50583333333333,0.00022754994182761377,0.001970256885188504,0.096461339006715,0.009501592990105678,SIPA057,Sai Renuka Iron Traders,60.0,15.0,200.0,Exclusive,25.0,22.857142857142858,17.28888888888889,4.973831565513214,11.01350528851428,Tier 5,1333.0,952.0,952.0,0.0,23800.0
27,SIPA058,SAKALA VENKATESWARLU & COMPANY,Guntur,Non-Exclusive,Chilakaluripet,13,26,14,12,25,12,30,12,12,12,12,12,25,25,24,24,24,24,30,30,20,20,24,20,HLLLLL,NNNNNN,No Achievement,15,0.0012427506213753107,Consistently Weak Performer,200.0,38.2925,0.000536288936342841,0.0013220842672695928,0.2706269529951466,0.02719316017152989,SIPA058,Sakala Venkateswarlu & Company,48.5,18.0,200.0,Non-Exclusive,15.0,24.25,29.882245131729672,6.983090435887675,15.01630328787854,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
28,SIPA061,Sri Durga Steels,Guntur,Non-Exclusive,Gullapalli,13,12,12,13,13,11,14,17,0,10,12,0,12,12,12,15,20,12,15,15,10,10,12,12,HHLLHL,NANAAN,Moderate Achievement,15,0.0012427506213753107,Fluctuating Performer,73.5,15.978749999999996,0.00015906531464500193,2.9600098861372303e-05,0.0,0.05947839849182945,SIPA061,Sri Durga Steels,83.2,13.0,70.0,Non-Exclusive,15.0,100.0,12.805488782051283,5.110804318638455,25.62758034759333,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
29,SIPA064,Sri Venkata Nagasai Traders,Guntur,Non-Exclusive,Karempudi,0,13,26,0,0,10,0,12,0,12,0,12,20,12,12,15,15,15,15,15,10,10,12,12,LHLHLH,NNNANA,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,63.0,1.375416666666667,4.58056927707472e-05,0.0041187540029893055,0.013716674423243138,0.02113967798647372,SIPA064,Sri Venkata Nagasai Traders,34.1,8.0,60.0,Non-Exclusive,15.0,54.126984126984134,20.847996089931573,3.3817773400189406,17.024062447394506,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
30,SIPA066,Srinivasa Steel Traders,Guntur,Exclusive,Mangalagiri,20,36,32,25,31,15,38,25,28,36,38,24,30,20,24,25,30,30,34,34,20,20,35,35,HLHHHL,ANAAAN,Moderate Achievement,40,0.0033140016570008283,Consistently Strong Performer,367.5,2.1666666666666665,0.0010366670506174263,6.630313573431991e-05,0.0,0.00398082703018001,SIPA066,Srinivasa Steel Traders,333.4,28.0,300.0,Exclusive,40.0,90.72108843537414,8.677014597080586,14.024194455245409,28.294137279638193,Tier 1,2000.0,2000.0,2040.0,40.0,81600.0
31,SIPA073,Sri Krishna Steels,Guntur,Exclusive,Repalle,30,45,49,24,35,0,21,21,35,13,13,12,40,35,35,50,60,50,45,45,35,35,35,30,LLHLLL,NNANNN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,315.0,10.373333333333333,0.0002451323659220403,9.855095902953639e-05,0.05352868825211089,0.011536702613548354,SIPA073,Sri Krishna Steels,59.5,25.0,250.0,Exclusive,15.0,18.88888888888889,41.4873949579832,11.954158159498068,19.24775166507326,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
32,SIPA077,Lakshmi Srinivasa Traders,Guntur,Exclusive,Tenali,0,0,21,14,31,0,26,27,27,41,25,24,30,15,15,15,30,30,22,22,20,20,24,25,HHHHLL,AAAAAN,High Achievement,40,0.0033140016570008283,Consistently Strong Performer,441.0,14.49288888888889,0.0004329631233196753,0.0013090576976685854,0.06606774815504289,0.008538339286814883,SIPA077,Lakshmi Srinivasa Traders,30.7,20.0,400.0,Exclusive,40.0,6.961451247165533,64.19109663409338,9.526041758399574,19.946134631291528,Tier 3,1667.0,1323.0,1349.0,26.0,53960.0
33,SIPA079,Lalitha Traders,Guntur,Exclusive,Tenali,39,0,31,25,22,0,25,25,27,35,38,48,30,20,24,24,24,25,22,22,20,20,24,25,HHHHHH,AAAAAA,High Achievement,50,0.004142502071251036,Consistently Strong Performer,441.0,0.0,0.00030197290095746143,7.799446463361806e-05,0.0,0.013047877730222021,SIPA079,Lalitha Traders,26.2,22.0,400.0,Exclusive,50.0,5.941043083900226,100.0,12.769897968169754,28.850147397681898,Tier 1,2000.0,2000.0,2040.0,40.0,102000.0
34,SIPA081,Sri Rama Iron & Hardware Stores,Guntur,Non-Exclusive,Vinukonda,25,24,28,13,12,13,25,13,12,12,16,12,25,25,25,25,30,24,30,30,20,20,24,20,LLLLHL,NNNNNN,No Achievement,15,0.0012427506213753107,Consistently Weak Performer,367.5,10.654166666666667,0.0011636512246327288,7.41788276757751e-05,0.04389668240143607,0.00246965191350634,SIPA081,Sri Rama Iron & Hardware Stores,33.7,17.0,350.0,Non-Exclusive,15.0,9.170068027210885,48.543521266073206,7.893342799040245,16.278723538080964,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
35,SIPA086,Chinni Krishna Steel Traders,Krishna,Non-Exclusive,Gudiwada,0,15,15,11,0,0,0,13,12,12,-1,0,12,10,10,15,20,20,10,10,10,10,12,12,LHHHLL,NAAANN,Moderate Achievement,15,0.0012427506213753107,Momentum Gainer,400.0,7.109166666666667,0.0010049210071136005,0.0018440238742016505,0.030267269463466525,0.0019659268746151175,SIPA086,Chinni Krishna Steel Traders,36.8,6.0,400.0,Non-Exclusive,15.0,9.2,17.418478260869566,3.0407680228911143,7.148156465908582,Tier 6,,,,,
36,SIPA088,Maturi PurnaChandra Rao Sons,Krishna,Exclusive,Machilipatnam,13,0,0,12,0,14,5,15,13,12,0,12,20,15,15,10,15,15,15,15,10,10,12,12,LHHHLH,NAAANN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,420.0,28.92916666666667,0.0011243465993422779,0.00044552801521211064,0.15572435343394722,0.016573953002460583,SIPA088,Maturi Purnachandra Rao Sons,27.1,8.0,300.0,Exclusive,15.0,6.4523809523809526,32.11049610496105,4.158633686626392,10.207755623444235,Tier 5,1333.0,952.0,952.0,0.0,14280.0
37,SIPA094,Konakalla Steel Enterprises,Krishna,Exclusive,Vijayawada,81,159,210,151,139,131,134,205,171,150,154,72,100,90,100,130,200,150,150,150,200,110,150,150,LHHLLL,NANAAN,Moderate Achievement,135,0.011184755592377795,Fluctuating Performer,2100.0,0.0,7.188211279080518e-06,0.0192286763560474,0.0,0.0059957271857449005,SIPA094,Konakalla Steel Enterprises,336.8,162.0,5000.0,Exclusive,135.0,16.038095238095238,43.49416072842438,71.36212696601964,54.72372737291571,Tier 1,2000.0,2000.0,2000.0,0.0,270000.0
38,SIPA101,Sri Lakshmi Venkata Ramana Traders,Kurnool,Non-Exclusive,Allagadda,12,16,12,12,25,12,0,22,20,12,14,0,12,15,15,20,20,25,15,15,10,10,15,15,LHHLLL,NAAANN,Moderate Achievement,20,0.0016570008285004142,Fluctuating Performer,178.5,0.0,2.6530622071054275e-06,0.0192286763560474,0.0,0.016573953002460583,SIPA101,Sri Lakshmi Venkata Ramana Traders,35.1,14.0,170.0,Non-Exclusive,20.0,19.66386554621849,37.54510921177588,6.341933307411026,15.246954936045489,Tier 4,1500.0,1110.0,1110.0,0.0,22200.0
39,SIPA102,Sri Sadasiva Traders,Kurnool,Non-Exclusive,Chagalamarri,23,31,21,29,0,26,12,20,25,12,21,15,30,30,30,30,30,30,30,30,20,20,24,15,LHHLHL,NNANNN,Low Achievement,20,0.0016570008285004142,Fluctuating Performer,126.0,24.685000000000002,0.0005604763980600416,0.0009359543942520128,0.094533275713051,0.014055327808004468,SIPA102,Sri Sadasiva Traders,52.9,18.0,100.0,Non-Exclusive,20.0,41.98412698412699,36.86830497794582,9.426868607768837,21.42660755707586,Tier 3,1667.0,1323.0,1323.0,0.0,26460.0
40,SIPA103,SRI VENKAT MANIKYA CONSTRUCTION NEEDS,Kurnool,Non-Exclusive,Dhone,24,27,0,29,0,0,19,22,0,20,22,0,30,25,25,30,30,30,30,30,35,20,24,15,HHLHHL,NNNANN,Low Achievement,25,0.002071251035625518,Emerging Performer,147.0,19.706666666666667,2.1491567546637513e-06,0.006408136177695077,0.1413885379961439,0.020100028274699144,SIPA103,Sri Venkat Manikya Construction Needs,47.5,12.0,140.0,Non-Exclusive,25.0,32.31292517006803,28.87017543859649,6.60287249882469,16.198343621027718,Tier 4,1500.0,1110.0,1110.0,0.0,27750.0
41,SIPA104,G C S AGENCIES,Kurnool,Non-Exclusive,KODUMUR,11,10,0,8,0,0,12,0,12,11,10,0,12,10,12,12,12,12,10,10,10,10,12,12,HLHHHL,ANAANN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,80.0,0.0,0.0001029302472429991,0.00014031653494505297,0.0,0.020100028274699144,SIPA104,G C S Agencies,15.4,3.0,80.0,Non-Exclusive,15.0,19.25,40.19480519480519,2.9334659254873645,13.649040594253458,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
42,SIPA106,SAI RAM YELUKUR IRON MART,Kurnool,Exclusive,Kurnool,114,152,93,160,35,31,0,0,0,106,106,0,200,140,150,170,160,160,160,160,200,35,80,80,LLLHHL,NNNAAN,Low Achievement,110,0.009113504556752278,Consistently Weak Performer,2625.0,26.3575,7.188211279080518e-06,0.01098690052710662,0.1654145336081378,0.020100028274699144,SIPA106,Sai Ram Yelukur Iron Mart,139.6,53.0,0.0,Exclusive,110.0,5.318095238095237,47.61461318051576,32.334240614114826,29.987086052191096,Tier 1,2000.0,2000.0,2000.0,0.0,220000.0
43,SIPA107,Sai Shakthi Agency,Kurnool,Exclusive,Kurnool,44,92,90,103,58,82,78,66,104,90,92,59,100,80,80,100,100,100,100,100,110,110,110,105,HLHHHL,NNNNNN,No Achievement,80,0.006628003314001657,Emerging Performer,2625.0,16.35916666666667,0.00018405902508610906,0.0017200282020289294,0.06816368592513797,0.016573953002460583,SIPA107,Sai Shakthi Agency,86.9,80.0,0.0,Exclusive,80.0,3.310476190476191,91.81338703490603,38.82886263841226,42.3220902281238,Tier 1,2000.0,2000.0,2000.0,0.0,160000.0
44,SIPA108,Sri Sai Building Materials,Kurnool,Exclusive,Kurnool,72,61,58,102,68,50,90,66,109,28,101,59,100,100,100,100,100,100,100,100,110,110,110,80,HLHLHL,NNNNNN,No Achievement,65,0.005385252692626346,Fluctuating Performer,2625.0,0.0,0.03222186378587547,0.00021890988469740435,0.0,,SIPA108,Sri Sai Building Materials,108.0,72.0,0.0,Exclusive,65.0,4.114285714285714,66.61033950617285,35.00175449767851,35.14597774269882,Tier 1,2000.0,2000.0,2000.0,0.0,130000.0
45,SIPA109,New Balavenkatarama Traders,Kurnool,Non-Exclusive,Nandikotkur,30,27,30,31,24,0,0,34,0,0,25,25,30,30,30,30,30,30,30,30,35,20,24,15,LHLLHH,NANNAA,Moderate Achievement,35,0.002899751449875725,Fluctuating Performer,147.0,6.41,9.685188772292137e-05,0.0001711166314696231,0.02984342796356625,0.019806192274999662,SIPA109,New Balavenkatarama Traders,57.2,20.0,140.0,Non-Exclusive,35.0,38.91156462585034,33.05506993006993,9.13625876063368,19.875082167564262,Tier 3,1667.0,1323.0,1323.0,0.0,46300.0
46,SIPA112,Sohail Steels,Kurnool,Non-Exclusive,Yemmiganur,29,49,28,33,31,55,30,42,0,27,25,28,30,35,40,35,40,40,40,40,50,50,35,30,LHLLLL,NANNNN,Low Achievement,30,0.0024855012427506215,Consistently Weak Performer,168.0,8.701944444444445,7.634923462670066e-05,0.0031590951735920914,0.04722092945947743,0.02084932305668626,SIPA112,Sohail Steels,70.5,36.0,150.0,Non-Exclusive,30.0,41.964285714285715,44.49054373522459,15.212646473459671,26.418553773977862,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
47,SIPA113,Kota Hanumantha Prasad,Nellore,Exclusive,Alluru,12,0,26,0,15,12,17,16,20,12,0,15,14,12,12,12,15,15,15,15,10,10,15,15,HHHLLH,AAAANN,Moderate Achievement,20,0.0016570008285004142,Consistently Strong Performer,47.25,146.48833333333332,0.00035042341020972864,0.0011633697410964,0.736171132238548,0.10847230871836017,SIPA113,Kota Hanumantha Prasad,70.3,14.0,45.0,Exclusive,20.0,100.0,18.659712343922873,6.312398134135752,27.519381349266027,Tier 1,2000.0,2000.0,2040.0,40.0,40800.0
